title,stars,name,text,neighborhood,location,categoryName,city,publishAt,isLocalGuide,sentiment,sentiment_score,time_period
Nisa Premier Hospital,5,Ebute Sarah,Their customer service team is top notch!,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9997819066047668,Less than a year ago
Nisa Premier Hospital,5,Vrengzak Gukas,"My first impression was the serene environment as it was so pleasing that I forgot I was in a hospital.
The curtious reception at the gate, the professional and friendly nature of the staff to the exquisite attention to details from the nurses and Doctors.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998321533203125,Less than a year ago
Nisa Premier Hospital,5,Romzy Ojinka,"Thank you for the nice structure of your services. Your services are top-notch. Keep on becoming the best you are.
Your staffs orientation is superb",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998730421066284,Less than a year ago
Nisa Premier Hospital,5,rosemary anichukwu,Exceptional health care delivery ,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9997996687889099,Less than a year ago
Nisa Premier Hospital,5,OLAYINKA OYEGADE,"Up to date with optimal care and services,  good clinical skills and management care . Nisa will  give you the best always",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998583793640137,Less than a year ago
Nisa Premier Hospital,5,VICTOR IBRAHIM,A wonderful hospital that cares about her patients. Keep up with your good work.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998751878738403,Less than a year ago
Nisa Premier Hospital,5,Abujamasaplus Masa,The hospital is a standard hospital with state of the art equipment.  The services are top notch. Will recommend it anytime,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9995245933532715,Less than a year ago
Nisa Premier Hospital,5,Bentech groups,"""I had a great experience with Nisa premier Hospital]. Their service was prompt, professional, and exceeded my expectations. The staff was knowledgeable and attentive, making sure all my needs were met. I highly recommend them to anyone looking for [health services ]. Will definitely be returning!""",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.999749481678009,Less than a year ago
Nisa Premier Hospital,5,Stephanie Ananze,"My experience has been amazing, amazing customer service , Doctors are professional and amazing",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998708963394165,Less than a year ago
Nisa Premier Hospital,5,Praise Emmanuel,My experience here has been amazing. Child birth was very seamless and the doctors are very professional too. Love it here,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998007416725159,Less than a year ago
Nisa Premier Hospital,5,Ajuka Kate,"So much care, empathy and prompt attention",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9980829954147339,Less than a year ago
Nisa Premier Hospital,5,Crystal Anejo,"Best ever. Number one in Abuja, Nigeria",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.99980229139328,Less than a year ago
Nisa Premier Hospital,5,Ibrahim Omale Paul,"Nisa is,and will always be that brand that puts patients care as number one priority, you can access basic care in accordance to international standards. Do not be worried for Nisa is with you.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9990769624710083,Less than a year ago
Nisa Premier Hospital,5,abile joseph,"Long live Nisa premier Hospital, the best health care provider ",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9997231364250183,Less than a year ago
Nisa Premier Hospital,5,Adaoshi,"Nisa premier hospital remain the best hospital in health care delivery
They take good care of their staffs and patients",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9996127486228943,Less than a year ago
Nisa Premier Hospital,5,cynthia Ogochukwu,There are wonderful and impressive services in Nisa premier hospital. Number 1 in service to humanity. More winnings Nisa premier hospital jabi. Abuja,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998051524162292,Less than a year ago
Nisa Premier Hospital,5,MOSES GLORIA AYIDEJILE,"The experience is heaven on earth,,, Nisa number 1.. Their service is top notchGod bless
the Nisa Premier medical group",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9990491271018982,Less than a year ago
Nisa Premier Hospital,5,nwafor simon,"NISA simply a place to be, non to compare. A try will convince you.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9988574981689453,Less than a year ago
Nisa Premier Hospital,5,sommy Jasmine,Serene environment with wonderful and experienced staff. I give them ,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.99988853931427,Less than a year ago
Nisa Premier Hospital,5,CHIDI EKEANYANWU,Nisa Premier Hospital is indeed a home of professional and standard health care services.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9970876574516296,Less than a year ago
Nisa Premier Hospital,5,Christopher Idu,Nisa Premier Hospital is the leading health care provider in Nigeria today. Her services and professionalism is second to none. Am grateful to be part of this leading health care brand. Kudos!!!!!!,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9989944100379944,Less than a year ago
Nisa Premier Hospital,5,Agbede Ibukunoluwa,Ensuring effective treatment,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9996380805969238,Less than a year ago
Nisa Premier Hospital,5,Miracle Maji,"The reliability, hardwork among workers, availability are top notch",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9986758828163147,Less than a year ago
Nisa Premier Hospital,5,Ijeoma Nneamaka,My experience at Nisa was good and the ambience was welcoming.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998666048049927,Less than a year ago
Nisa Premier Hospital,5,Ojimaojo Grace,"I did my Antenatal and gave birth at Nisa, and throughout my pregnancy I saw consultant Gynecologists , the ambience very clean and welcoming and their staff so polite . My delivery was hitch free. Will recommend and I will use again and again.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9966502785682678,Less than a year ago
Nisa Premier Hospital,5,constance ifeoma,Nisa Hospital is a place to be as long as health Care is concerned,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,NEGATIVE,0.9445071220397949,Less than a year ago
Nisa Premier Hospital,5,Bright Iortsor,"Services at Nisa are great!
There’s a very conducive environment, friendly staff and excellent care from the health personnels encountered.

Keep up the good work NISA",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.999868631362915,Less than a year ago
Nisa Premier Hospital,5,Sunday Omachoko,"Nisa Premier hospital, the number one health service Provider in Nigeria and Africa at large. Just a visit will convince you.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9996213912963867,Less than a year ago
Nisa Premier Hospital,5,chioma madu,Excellent customer service with quality health care delivery,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998158812522888,Less than a year ago
Nisa Premier Hospital,5,Chidozie Orji,Excellent healthcare service,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998291730880737,Less than a year ago
Nisa Premier Hospital,5,Udeh Precious,"A wow experience, from the front desk to the last service point",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9992926120758057,Less than a year ago
Nisa Premier Hospital,5,bello tijani,"Excellence patient Care hospital have ever witness here in Abuja, i encourage everyone to come over nd witness the excellent care I have witnessed with my family  ",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9996427297592163,Less than a year ago
Nisa Premier Hospital,1,Manasoko Tebu,I left a review 2 years ago about how the customer service and the processes were frustrating and almost terrible I return to say nothing has changed.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,NEGATIVE,0.9996335506439209,Less than a year ago
Nisa Premier Hospital,5,Elias paul,"Nisa experience is superb, the staff are professional in their job. thank you Nisa Premier Hospital!",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,4 months ago,,POSITIVE,0.9997718930244446,Less than a year ago
Nisa Premier Hospital,1,Lola braimoh,"I begain to use Nisa over 12 years ago. I just say that the quality of their service has dropped significantly. Since they expanded and became large, they seem not to be able to handle the challenges that come with growth.  Any visit to the hospital at past 5 is a nightmare. You have only one staff per desk attending to all patients and they are all acting confused especially the front desk staff. I have been here for over 3 hours today, the drama is unbelievable. As at now, my blood sample is no where to be found, no proper handover from the lab staff and I cannot be pricked more than once in a single visit. At this point, I am done but I need to bare my mind.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,5 months ago,,NEGATIVE,0.9995947480201721,Less than a year ago
Nisa Premier Hospital,1,Emmanuel Oniha,"Nisa is not a good hospital. You go in seeking medical service under your HMO. You’ll be asked to return the following day if your test result comes out after 7pm. Nobody will attend to you. A sick person should go without attention and come back the following day. This is highly unprofessional, I must say. My worst experience.
Please for your health sake, seek better alternatives.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,6 months ago,,NEGATIVE,0.9997431635856628,Less than a year ago
Nisa Premier Hospital,1,Annabelle Obi,As a pregnant woman I visited this hospital also paid for the package payment but soon regretted course the service is so bad.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,6 months ago,,NEGATIVE,0.9995900988578796,Less than a year ago
Nisa Premier Hospital,1,Rafaqat Aly,"I recently had an experience at Nisa Hospital premier that left me quite disappointed. The staff’s attitude was less than professional, and I felt that my concerns were not taken seriously. During my visit, I encountered several issues:
Lack of Communication:
Unprofessional Behavior:
Long Wait Times:
Overall, my experience was far from satisfactory. I hope the hospital management takes these concerns seriously and works on improving their services.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,6 months ago,,NEGATIVE,0.999357283115387,Less than a year ago
Nisa Premier Hospital,1,Victoria Nwamara,"This has to be one of the worst experiences I have had in a medical facility. First, I came in the morning and my sample was collected. I was told to return in two hours for the result. I came here 6 hours later, only to discover that they couldn’t find the sample I submitted. After much back and forth with the lab technician, I agreed to another sample collection, which surprisingly came out really in less than 5 minutes.

The next phase was to meet with a doctor to review the test. I have been here for over four hours(including the time of back and forth with the lab), and all I keep hearing is, the doctor will see you soon.

Quite sad",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,6 months ago,,NEGATIVE,0.9991458654403687,Less than a year ago
Nisa Premier Hospital,2,Chinemelu Ezeh,"Sadly an overall poor experience. It’s a clean place apart from the toilet.

The fees are pricey but their diagnosis on pre-natal scans were incoherent to external doctors. I had to go to both Garki hospital and Everight diagnosis for a better care for my wife.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,6 months ago,,NEGATIVE,0.9969449639320374,Less than a year ago
Nisa Premier Hospital,1,Dee Baby,"My first experience at Nisa was during a friend’s surgery and when I relocated to Abuja with my pregnancy, I decided to register there for my antenatal and that was the biggest mistake of my life.

Here are a few things to note:
1) if you know you have no medical emergency and can afford to wait, you can proceed there. Because it’s as crowded as a government hospital & their appointment time isn’t respected.
2) it’s about the money
3) the system is highledy-piggledy.

I was first charged for the hospital card and then the antenatal fee before proceeding to even meet a Dr who later sent me for confirmation of pregnancy. Wasn’t that suppose to be the first thing? But I never doubted their process.
To my utmost dismay and chagrin, after the scan and pcv, I was asked to go and come back when my pregnancy gets to 12 weeks (to them that’s when pregnancy is said to be fully established & safe beyond miscarriage).
Mogbe! So why did you let me pay for antenatal? They said they were wondering who asked me to pay. That I was to see the Dr before making payment. How was I to know?
I went back to the receptionist and all he told me was “I am so sorry. God will make it stay. Nothing will happen”. Hmmmm!
That’s how I left to go and pray for nothing to happen. Unfortunately I lost the baby, then the drama started when I went to ask for a refund.
From going round accounting blocks because every room we went said they stopped handling that (dunno what they meant). After filling the form was asked to leave, that I’ll get a feedback.
After weeks of back and forths, I finally got a refund after they deducted money for O & G consultation/ lab test.
So I just walked into Nisa to waste money and watch myself miscarry.
A simple “we only register 12 weeks pregnancies for antenatal” would have helped. It was just a confused system.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,7 months ago,,NEGATIVE,0.9995701909065247,Less than a year ago
Nisa Premier Hospital,5,Samuel Attah,Topnotch medical service..,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,8 months ago,,NEGATIVE,0.9641578197479248,Less than a year ago
Nisa Premier Hospital,1,Jamila Annur,"I had an appointment slot for 5:15pm to 5:30pm, I arrived here at 4:33, got registered and vitals taken by 5pm. It is currently 6:35pm, and I am yet to be seen. A patient takes about an hour for consultation. Why would you have a scheduling system, if you won’t keep to it? Let’s not get started on the arrival of the consultant himself. Nigeria is probably the only country where Drs see and carry themselves like demigods!",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,8 months ago,,NEGATIVE,0.9977725148200989,Less than a year ago
Nisa Premier Hospital,1,joy owen-browne,Horrible customer care service.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,9 months ago,,NEGATIVE,0.9997653365135193,Less than a year ago
Nisa Premier Hospital,3,Grace Moses,"I guess the phone number on the page is supposed to be the front desk acontact number, I have been calling since morning for enquiry and booking and no one is picking.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,9 months ago,,NEGATIVE,0.9995506405830383,Less than a year ago
Nisa Premier Hospital,5,Chinecherem Omogo,My Aunt visited nisa hospital and her stay there was fantastic...she recoverd with good medical attention and the care was topnotch.im hoping to det my internship done there.. hopefully go a long way.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,9 months ago,,POSITIVE,0.5937398076057434,Less than a year ago
Nisa Premier Hospital,3,Tobi Ransomed,"I really like Nisa hospital and their services but I’ve had a bad experience with one of the nurses or is it attendants at the radiology department. ( I just confirmed that she’s the nurse on duty on the day of my investigation).  The woman is very rude and condescending . She shouted at me in front of her colleagues and a patient for mistake that was not now. And to think that I’ll have to go through a very intrusive process is discomforting and upsetting. People go to the hospital in their vulnerable state and the least hospital staff can be is to be professional. This lady was outrightly shouting at me in front of her colleagues for a miss communication between her and the pharmacist.
If people are tired of their jobs or burnt out they should either leave or a take a break.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,10 months ago,,NEGATIVE,0.9991708993911743,Less than a year ago
Nisa Premier Hospital,5,Crystal Donaville,"The hospital is very clean, serene and the staff are per excellent",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,10 months ago,,POSITIVE,0.9998080134391785,Less than a year ago
Nisa Premier Hospital,5,daniel mykel Eboh,Nice facility with an ambiance that speaks of wellness in its purest form .,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,POSITIVE,0.9998593330383301,1 year ago
Nisa Premier Hospital,1,Rajiha Hadiza Mahmood,If you are ready to wait the entire day to see a dr then you can visit Nisa premier. Waiting period is just like a public hospital. Horrible customer service too.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,NEGATIVE,0.9992997646331787,1 year ago
Nisa Premier Hospital,5,AFOLABI NIMOTALAHI,A very good family hospital ... their services are top notch to their client,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,POSITIVE,0.9998401403427124,1 year ago
Nisa Premier Hospital,2,Diamond Dazzle,"It’s been over 3 weeks since the hospital was supposed to email me my test reports and nothing. All it would have taken was to forward my test results right there in 5 minutes. No consideration is made when booking appointments and I waited over 3 hours to see the nephrologist because they booked my consultation during her ward round.
Thankfully, she was a very kind doctor and answered all the questions I had.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,NEGATIVE,0.9979464411735535,1 year ago
Nisa Premier Hospital,5,Mohammed saleh,World class equipped HOSPITAL.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,POSITIVE,0.9983665347099304,1 year ago
Nisa Premier Hospital,5,usman oluwatobi,"Nisa premiere hospital Abuja is a multipurpose health facility though specialises in obs and gynecological cases, their nurse to patient relationship is top notch, here in Nisa utmost concern is given to patient in caring for their total body, spirit,  soul and mind.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,POSITIVE,0.9985719919204712,1 year ago
Nisa Premier Hospital,1,Anisah idris,Zenith bank is really discouraging please ensure to get other banks . I can’t be waiting for hours before been attended to because your bank decided not to send alerts please and please add more banks so you could get your alerts on time,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,NEGATIVE,0.9967702627182007,1 year ago
Nisa Premier Hospital,1,Enitan Fatuga,"The worst hospital I've been to. First, you're given an outrageous bill to pay without you being given the statement to scrutinize and when you ask for the statement, they tell you the 'billing' unit I'd closed and they don't have access to it. It's not done anywhere in the world that you're given a bill to pay without being given a breakdown of the services you accessed. And then a very rude and crude Nurse James and the very rude front desk officer as well. How can medications that you didn't use and don't intend going home with still be billed to you? And when they were asked to take it out, they said 'medications already dispensed cannot be returened' where on earth is that done? This is broad daylight robbery and is highly disappointing for a hospital of your standard. Make provision for the patient to have access to their bill regardless of the day or time as this will enhance transparency. We shouldn't have to wait till when the 'billers' are available before we can get a comprehensive statement of our hospital bills please. And please, teach nurse James how be more professional and nice and more diplomatic when attending to patients. Even if you're saying the right thing, you should also patiently wait and listen to understand what the patient is saying rather than being rude and crude.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,NEGATIVE,0.9997218251228333,1 year ago
Nisa Premier Hospital,1,Tabitha Danjuma Kachalla,"Probably the worst hospital I've ever been to honestly!
Really awful customer care! Horrendous information sharing and overall terrible patient care! I'm already sick, I shouldn't have to fight for information on my own health! Do Better!
Yet another example of awful services! You received the email, refused to respond to it and still came here to justify! smh! Also, did you not already take my information at the reception? Is your oen data protection law different?",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,NEGATIVE,0.9995786547660828,1 year ago
Nisa Premier Hospital,2,Anyaka Ato,Everything is OK until I got at the point to see a Doctor. Almost an hour now. Haven't seen a doctor and some patient are heading out already unattended to. How can you allow a doctor on a weekend to attend to this queue. Please o. Let the standard we hope for be maintained.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,POSITIVE,0.8851569890975952,1 year ago
Nisa Premier Hospital,3,Bahodur Umarov,"I was promised that my malaria test results will be sent to my email within 3-4 hours.  Now it is the second day, and yet I didn't receive any result or response.  Already wrote two emails,  with no luck.
Only after my review here, I have finally got my results- thanks to their team who follows it and provided solution.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,NEGATIVE,0.9572142362594604,1 year ago
Nisa Premier Hospital,1,shedrach elurihu,"If you have an emergency, just go somewhere else. I did a CT scan with them, it has been 2days after the proposed result date still nothing yet. They keep on giving necessary excuses.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,NEGATIVE,0.9983574748039246,1 year ago
Nisa Premier Hospital,3,David Barnabas,"Quality services are declining at NISA Premiere Hospital. From the beginning, it was not so!",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,a year ago,,NEGATIVE,0.9995032548904419,1 year ago
Nisa Premier Hospital,1,humble person,"The worst and scamming hospital I have ever seen. Some particular doctors are so disrespectful thinking they are the alpha and omega. Very dirty, bed lining stained with blood etc... Bill you for nothing. Please, when they bill you cross check for what and if that service was rendered. Nisa? God forbid!",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,2 years ago,,NEGATIVE,0.999591052532196,2 years ago
Nisa Premier Hospital,5,Emeka Okolo,"Good Hospital in the centre of town, women and children friendly hospital with professionals (pediatricians and O&G doctors). Nurses and doctors are well dressed and can actually want to make one think they are in an American hospital. A privately own place and also on board with the National Health Insurance Scheme. The absence of the conventional hospital odor is a great plus. Fees are moderately priced (this actually depends on one’s budget)",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,2 years ago,,POSITIVE,0.9976884126663208,2 years ago
Nisa Premier Hospital,4,Chantelzazi,"It's a big hospital with fertility clinic, OBG, paediatrics, ENT, radiology, etc.
The service was slow but I got value for my money.",Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,2 years ago,,NEGATIVE,0.9507778286933899,2 years ago
Nisa Premier Hospital,5,Ekemini Okokon,Top notch treatment. Also reliable.,Jabi,"{'lat': 9.0676555, 'lng': 7.4115661}",Hospital,Abuja,2 years ago,,POSITIVE,0.9998680353164673,2 years ago
